recommend,year,sentiment_analysis,title
1,2014,2,Counter-Strike: Global Offensive
1,2014,1,APB Reloaded
1,2014,2,Train Simulator
1,2013,2,Crusader Kings II
1,2014,2,Saints Row IV
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,Portal 2
1,2015,2,Interstellar Marines
1,2015,2,The Fruit of Grisaia
1,2015,2,Dirty Bomb®
1,2014,2,Spiral Knights
1,2014,2,Total War™: ROME II - Emperor Edition
1,2013,1,Team Fortress 2
1,2015,2,METAL GEAR SOLID V: THE PHANTOM PAIN
1,2014,2,Victoria II
1,2012,2,Team Fortress 2
1,2014,2,BioShock Infinite
1,2014,1,Counter-Strike: Global Offensive
1,2014,2,APB Reloaded
1,2015,2,Hero Siege - Amazon (Class)
1,2015,2,Star Horizon
1,2014,2,Just Cause™ 3
1,2014,2,Spiral Knights
1,2014,2,Rust
1,2014,1,Warframe
1,2015,2,Portal 2
1,2014,1,Deus Ex: Human Revolution - Director's Cut
1,2015,2,Tom Clancy's Splinter Cell Chaos Theory®
1,2014,1,Realm of the Mad God
1,2013,2,Hitman: Absolution™
1,2014,2,JourneyQuest Season Two
1,2014,2,Fistful of Frags
1,2014,2,RollerCoaster Tycoon® 3: Platinum
1,2014,2,Team Fortress 2
1,2015,1,LISA
1,2015,1,The Binding of Isaac: Rebirth
1,2015,2,Reign Of Kings
1,2014,2,Mafia II
1,2012,2,Team Fortress 2
1,2013,2,Evolve Stage 2
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,PlanetSide 2
1,2015,1,Garry's Mod
1,2014,2,Warframe
1,2014,2,PlanetSide 2
1,2015,2,Deus Ex: Human Revolution - Director's Cut
1,2013,2,Just Cause 2: Multiplayer Mod
1,2014,2,Terraria
1,2015,2,Arma 3
1,2015,1,Team Fortress 2
1,2013,2,L.A. Noire
1,2014,2,Banished
1,2013,2,Rust
1,2015,2,Trove
1,2014,2,Team Fortress 2
1,2014,2,Kingdoms of Amalur: Reckoning™
1,2013,2,Rust
1,2014,2,Garry's Mod
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Unturned
1,2014,2,Saints Row: The Third Initiation Station
1,2014,2,DayZ
1,2014,2,Dying Light
1,2013,2,Counter-Strike: Source
1,2014,2,Counter-Strike: Global Offensive
1,2014,1,Team Fortress 2
1,2014,2,Batman™: Arkham Knight
1,2014,2,Left 4 Dead 2
1,2015,2,RPG Maker MV
1,2014,2,Five Nights at Freddy's
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Five Nights at Freddy's 4
1,2014,2,Team Fortress 2
1,2015,2,Toribash
1,2014,2,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist"
1,2014,1,Tactical Intervention
1,2014,2,South Park™: The Stick of Truth™
1,2014,2,Star Trek Online
1,2015,2,Mount &amp; Blade: Warband
1,2013,2,Borderlands 2
1,2015,2,Survarium
1,2013,2,Counter-Strike: Global Offensive
1,2014,1,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
1,2012,1,Fieldrunners
1,2014,2,BattleBlock Theater®
1,2014,1,Garry's Mod
1,2014,2,Borderlands 2
1,2014,2,Middle-earth™: Shadow of Mordor™
1,2013,2,Day of Defeat: Source
1,2015,2,Sid Meier's Civilization® V
1,2015,2,Dirty Bomb®
1,2015,2,Dungeon Defenders II
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Garry's Mod
1,2014,1,Eets Munchies
1,2014,2,Bully: Scholarship Edition
1,2014,2,Fallout: New Vegas
1,2015,2,PlanetSide 2
1,2015,2,Navy Field 2 : Conqueror of the Ocean
1,2015,2,Hotline Miami
1,2014,2,Dungeon Fighter Online
1,2014,1,Castle Crashers®
1,2014,1,Garry's Mod
1,2014,2,Mount &amp; Blade: Warband
1,2014,2,Outlast
1,2015,2,Drift Streets Japan
1,2015,2,Dirty Bomb®
1,2015,2,Team Fortress 2
1,2013,2,Portal 2
1,2014,2,BioShock Infinite
1,2014,1,Loadout
1,2014,2,Gotham City Impostors Free to Play
1,2014,2,BioShock Infinite
1,2014,2,Mass Effect
1,2014,2,Sleeping Dogs
1,2015,2,Star Trek Online
1,2014,1,"10,000,000"
1,2015,2,Dirty Bomb®
1,2014,2,Gotham City Impostors Free to Play
1,2015,1,Castle Crashers®
1,2014,2,Goat Simulator
1,2014,2,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2014,1,Sniper Elite V2
1,2012,2,Team Fortress 2
1,2014,2,The Binding of Isaac
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,World of Goo
1,2013,2,Tree of Savior (English Ver.)
1,2015,2,Warframe
1,2013,2,Team Fortress 2
1,2013,2,Spiral Knights
1,2014,2,Borderlands 2
1,2014,2,Five Nights at Freddy's 2
1,2015,2,Decay: The Mare
1,2013,2,Chivalry: Medieval Warfare
1,2015,2,Sniper Elite V2
1,2014,2,Super MNC
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Expansion - Europa Universalis IV: Mare Nostrum
1,2013,2,Carpe Diem
1,2014,2,Risk of Rain
1,2015,1,Stock Car Extreme
1,2015,1,Tomb Raider
1,2015,1,Among the Sleep - Enhanced Edition
1,2015,2,Train Fever
1,2014,1,Tomb Raider
1,2015,2,E.Y.E: Divine Cybermancy
1,2015,2,Grand Theft Auto V
1,2015,1,Fallout 4
1,2013,2,Tactical Intervention
1,2014,2,Team Fortress 2
1,2014,2,BioShock Infinite
1,2014,2,Saints Row IV
1,2015,2,Viridi
1,2015,2,Out There Somewhere
1,2015,2,Trove
1,2014,2,ORION: Prelude
1,2015,2,Robot Roller-Derby Disco Dodgeball
1,2014,2,Team Fortress 2
1,2014,2,Risk of Rain
1,2014,1,Counter-Strike: Global Offensive
1,2015,2,the static speaks my name
1,2014,2,Spec Ops: The Line
1,2014,2,Hatoful Boyfriend
1,2014,1,Call of Duty: World at War
1,2014,1,Five Nights at Freddy's
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,DLC Quest
1,2015,2,The Longest Journey
1,2014,2,Insurgency
1,2014,2,Mass Effect 2
1,2014,1,World of Guns: Gun Disassembly
1,2015,2,Team Fortress 2
1,2014,2,Borderlands: The Pre-Sequel
1,2015,1,Call of Duty®: Black Ops III
1,2015,1,Counter-Strike: Global Offensive
1,2014,2,Team Fortress 2
1,2014,2,Hearts of Iron III
1,2015,1,Team Fortress 2
1,2015,1,Counter-Strike: Global Offensive
1,2013,2,DmC: Devil May Cry
1,2014,2,Counter-Strike: Global Offensive
1,2011,2,Rocket League®
1,2014,2,Half-Life 2
1,2014,2,Garry's Mod
1,2013,2,Mount &amp; Blade: Warband - Napoleonic Wars
1,2014,2,PlanetSide 2
1,2014,2,Portal 2
1,2013,2,Psychonauts
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,The Forest
1,2015,2,The Escapists
1,2014,2,Castle Crashers®
1,2015,2,Starbound
1,2013,2,Super MNC
1,2014,1,No More Room in Hell
1,2015,1,Heroes &amp; Generals
1,2014,1,DARK SOULS™ III
1,2014,2,Team Fortress 2
1,2014,2,Next Car Game: Wreckfest
1,2014,2,Awesomenauts - the 2D moba
1,2014,2,Sid Meier's Civilization® V
1,2014,2,SPINTIRES™
1,2015,1,Metro: Last Light Redux
1,2014,2,DOOM
1,2015,2,PAYDAY 2: Gage Weapon Pack #01
1,2015,2,Cities: Skylines
1,2014,1,Team Fortress 2
1,2015,2,Time Clickers
1,2015,2,Darkstar One
1,2014,2,To the Moon
1,2014,2,BioShock Infinite
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Left 4 Dead 2
1,2015,2,No Man's Sky
1,2014,2,Saints Row: The Third
1,2013,2,Ironclad Tactics
1,2013,2,Age of Empires II HD
1,2012,2,The Walking Dead
1,2014,1,BioShock Infinite
1,2014,2,Ace Combat Assault Horizon - Enhanced Edition
1,2014,2,Welcome to the Game
1,2014,1,Starbound
1,2014,2,PlanetSide 2
1,2014,2,Day of Defeat: Source
1,2014,2,Ultimate Doom
1,2015,2,Rust
1,2014,2,Left 4 Dead 2
1,2014,2,Team Fortress 2
1,2014,2,DARK SOULS™ II
1,2015,2,Unturned
1,2014,1,Outlast
1,2014,2,Garry's Mod
1,2015,1,Garry's Mod
1,2015,2,Grand Theft Auto V
1,2014,2,Continue?9876543210
1,2012,1,Dungeons &amp; Dragons Online®
1,2013,2,State of Decay
1,2014,2,The Forest
1,2014,2,Rodina
1,2014,2,Counter-Strike: Global Offensive
1,2014,1,Team Fortress 2
1,2015,2,Viridi
1,2013,2,Borderlands
1,2015,1,Dishonored
1,2014,1,The Forest
1,2015,2,Empyrion - Galactic Survival
1,2013,2,Counter-Strike: Global Offensive
1,2014,1,Loadout
1,2014,2,APB Reloaded
1,2015,1,Team Fortress 2
1,2014,2,Watch_Dogs™
1,2014,2,Counter-Strike: Global Offensive
1,2012,2,Team Fortress 2
1,2014,2,CUPID - A free to play Visual Novel
1,2014,2,Counter-Strike: Source
1,2014,2,LYNE
1,2014,1,Team Fortress 2
1,2015,2,HuniePop
1,2014,1,Super Hexagon
1,2013,2,Hotline Miami
1,2015,1,Call of Duty®: Advanced Warfare - Gold Edition
1,2014,1,Middle-earth™: Shadow of Mordor™
1,2015,2,Lambda Wars Beta
1,2014,2,Skullgirls
1,2014,2,BioShock™
1,2014,2,The Binding of Isaac: Rebirth
1,2014,2,The Ship: Single Player
1,2015,2,Neverwinter
1,2014,2,Realm of the Mad God
1,2014,2,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition"
1,2015,2,Counter-Strike: Global Offensive
1,2013,2,Hotline Miami
1,2013,2,Left 4 Dead 2
1,2015,2,Dying Light
1,2014,2,Team Fortress 2
1,2015,2,Trove
1,2013,2,Dirty Bomb®
1,2015,1,Garry's Mod
1,2013,2,Terraria
1,2015,2,Team Fortress 2
1,2015,2,DayZ
1,2015,1,Unturned
1,2015,2,Life is Strange - Episode 1
1,2015,1,Dirty Bomb®
1,2014,2,Outlast
1,2014,2,Saints Row IV
1,2014,2,Geometry Dash
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Yet Another Zombie Defense
1,2015,1,Grand Theft Auto III
1,2013,2,Counter-Strike: Global Offensive
1,2014,2,Goat Simulator
1,2013,2,Arma 2: Operation Arrowhead
1,2015,2,The Settlers Online
1,2015,1,Team Fortress 2
1,2014,2,Interstellar Marines
1,2014,2,Far Cry 3
1,2014,2,Broforce
1,2013,2,PlanetSide 2
1,2015,2,Warframe
1,2013,1,Ace of Spades: Battle Builder
1,2014,2,Warframe
1,2015,2,Alpha Prime
1,2013,2,Garry's Mod
1,2014,2,Unturned
1,2014,2,Obliteracers
1,2014,1,Rust
1,2015,2,ARK: Survival Evolved
1,2015,2,Frozen Free Fall: Snowball Fight
1,2014,1,Counter-Strike: Global Offensive
1,2014,1,Emily is Away
1,2015,2,Tribes: Ascend
1,2013,1,Team Fortress 2
1,2014,2,Wings of Vi
1,2015,2,Warframe
1,2013,2,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
1,2014,2,Awesomenauts - the 2D moba
1,2013,2,AirMech Strike
1,2014,1,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2015,2,Warframe
1,2014,2,Realm of the Mad God
1,2013,2,Spiral Knights
1,2014,2,"Papers, Please"
1,2015,1,12 Labours of Hercules II: The Cretan Bull
1,2014,2,DOOM
1,2014,2,Aura Kingdom
1,2014,2,Realm of the Mad God
1,2013,2,Mount &amp; Blade
1,2012,2,Europa Universalis IV
1,2015,2,Trove
1,2015,2,Fallout 4
1,2015,2,Source Filmmaker
1,2013,2,Sven Co-op
1,2015,2,Trove
1,2013,2,Team Fortress 2
1,2014,2,Goat Simulator
1,2013,1,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
1,2015,2,Grand Theft Auto V
1,2014,2,Team Fortress 2
1,2015,2,Medieval II: Total War™
1,2015,2,Counter-Strike: Global Offensive
1,2015,1,Poker Night 2
1,2014,2,BioShock Infinite
1,2015,2,Five Nights at Freddy's 4
1,2013,2,Dungeon-Party
1,2013,2,Fallen Enchantress: Legendary Heroes
1,2015,2,Garry's Mod
1,2015,2,SimCity™ 4 Deluxe Edition
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,Left 4 Dead 2
1,2014,2,Saints Row IV
1,2014,2,Warframe
1,2015,2,Fallout 4
1,2014,2,Nidhogg
1,2013,1,No More Room in Hell
1,2015,2,To the Moon
1,2014,2,Audiosurf 2
1,2015,1,The Binding of Isaac: Rebirth
1,2013,2,Saints Row IV
1,2015,1,Counter-Strike: Global Offensive
1,2013,2,Peggle Deluxe
1,2015,2,Fallout 4
1,2014,2,Floating Point
1,2014,1,Serena
1,2015,2,Broforce
1,2011,2,Crayon Physics Deluxe
1,2013,2,Rogue Legacy
1,2014,2,Prototype™
1,2014,2,FTL: Faster Than Light
1,2015,1,Counter-Strike: Global Offensive
1,2015,1,Garry's Mod
1,2015,2,Assassin’s Creed® Rogue
1,2015,2,Team Fortress 2
1,2015,2,Source Filmmaker
1,2012,2,Retro City Rampage™ DX
1,2015,2,Team Fortress 2
1,2015,2,Age of Empires II HD
1,2013,2,FTL: Faster Than Light
1,2013,2,Half-Life 2
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Company of Heroes 2
1,2015,2,Savage Resurrection
1,2014,2,Rust
1,2013,2,No More Room in Hell
1,2013,2,Counter-Strike: Global Offensive
1,2014,2,Age of Empires® III: Complete Collection
1,2014,2,The Forest
1,2014,2,Alien Swarm
1,2014,2,DayZ
1,2013,2,Killing Floor
1,2015,1,Counter-Strike: Global Offensive
1,2014,1,Draw a Stickman: EPIC
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Grand Theft Auto: San Andreas
1,2015,1,Stonehearth
1,2012,2,Starbound
1,2015,2,Team Fortress 2
1,2014,2,Counter-Strike: Source
1,2015,2,Plague Inc: Evolved
1,2014,2,State of Decay
1,2015,2,Dino D-Day
1,2015,2,AirMech Strike
1,2014,2,State of Decay
1,2014,1,Borderlands
1,2014,1,Zuma's Revenge!
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Monaco: What's Yours Is Mine
1,2014,1,Garry's Mod
1,2014,2,Natural Selection 2
1,2013,2,Left 4 Dead 2
1,2014,2,BioShock Infinite
1,2014,1,Nightmares from the Deep: The Cursed Heart
1,2015,1,Robocraft
1,2015,2,Team Fortress 2
1,2013,2,Gone Home
1,2015,2,Toribash
1,2015,2,Goat Simulator
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Surgeon Simulator
1,2014,1,Team Fortress 2
1,2014,2,DayZ
1,2013,2,Savant - Ascent
1,2014,2,Saints Row IV
1,2015,1,Team Fortress 2
1,2014,2,Aliens versus Predator Classic 2000
1,2014,1,Team Fortress 2
1,2014,1,Saints Row: The Third
1,2015,2,Rocket League®
1,2013,2,AirMech Strike
1,2014,1,Counter-Strike: Global Offensive
1,2014,2,VVVVVV
1,2015,2,Air Brawl
1,2015,2,FINAL FANTASY X/X-2 HD Remaster
1,2014,2,Dreamfall Chapters
1,2015,2,Mount &amp; Blade: Warband
1,2013,2,Just Cause 2
1,2015,2,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2015,1,Counter-Strike: Global Offensive
1,2014,1,Poker Night at the Inventory
1,2015,2,Fallout: New Vegas
1,2013,2,Train Simulator
1,2014,2,Assassin's Creed 2 Deluxe Edition
1,2014,2,Scribblenauts Unlimited
1,2015,1,Team Fortress 2
1,2014,1,Robocraft
1,2013,1,Team Fortress 2
1,2012,2,Team Fortress 2
1,2014,2,Meridian: New World
1,2014,2,Team Fortress 2
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,The Binding of Isaac
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Garry's Mod
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Call of Duty®: Black Ops II
1,2013,1,The Walking Dead
1,2012,2,Amnesia: The Dark Descent
1,2015,2,Grand Theft Auto V
1,2014,2,Total War: WARHAMMER
1,2012,2,The Binding of Isaac: Rebirth
1,2014,2,Team Fortress 2
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Terraria
1,2015,1,Toribash
1,2013,2,Left 4 Dead 2
1,2013,2,Monsters Ate My Birthday Cake
1,2015,2,Insurgency
1,2015,1,Team Fortress 2
1,2014,2,Spacebase DF-9
1,2014,2,Euro Truck Simulator 2
1,2013,2,Hitman: Absolution™
1,2014,2,Far Cry® 4
1,2014,2,The Binding of Isaac
1,2013,2,Saints Row: The Third
1,2015,2,Team Fortress 2
1,2013,1,Mitos.is: The Game
1,2015,2,Mount &amp; Blade: Warband
1,2014,2,BioShock Infinite
1,2014,2,Blade Symphony
1,2015,1,Counter-Strike: Global Offensive
1,2013,2,Starbound
1,2014,1,PAYDAY 2: Hotline Miami
1,2013,2,Team Fortress 2
1,2015,1,Grand Theft Auto V
1,2012,2,FTL: Faster Than Light
1,2013,2,Nether: Resurrected
1,2014,1,Super Hexagon
1,2015,2,TrackMania Nations Forever
1,2014,1,Magicka
1,2013,2,State of Decay
1,2015,2,Plague Inc: Evolved
1,2014,2,NEO Scavenger
1,2014,2,Castle Story
1,2012,2,Garry's Mod
1,2014,2,DayZ
1,2014,2,Goat Simulator
1,2014,1,Saints Row IV
1,2015,2,Mount &amp; Blade: Warband
1,2014,2,Portal
1,2013,1,The Walking Dead: Season 2
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Borderlands 2
1,2015,2,Team Fortress 2
1,2015,2,theHunter Classic
1,2014,2,Rust
1,2014,1,Garry's Mod
1,2013,1,Just Cause™ 3
1,2013,1,Tomb Raider
1,2015,2,Yet Another Zombie Defense
1,2014,2,GunZ 2: The Second Duel
1,2015,2,South Park™: The Stick of Truth™
1,2014,2,Starbound
1,2015,1,Mount Your Friends
1,2015,1,Just Deserts
1,2014,2,DARK SOULS™ II
1,2015,2,Dead Realm
1,2014,2,Warframe
1,2015,2,HuniePop
1,2015,2,The Walking Dead
1,2014,2,Team Fortress 2
1,2014,2,The Walking Dead
1,2014,2,Team Fortress 2
1,2014,2,How to Survive
1,2015,2,Stranded Deep
1,2013,2,Arma 3
1,2015,1,Warframe
1,2015,2,Geometry Dash
1,2015,2,Warface
1,2014,1,Goat Simulator
1,2015,2,A Bird Story
1,2014,2,Gunpoint
1,2015,1,Team Fortress 2
1,2012,2,Team Fortress 2
1,2015,2,Halo: Spartan Assault
1,2015,2,DayZ
1,2015,1,STAR WARS™ - Knights of the Old Republic™
1,2015,1,WARMODE
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Goat Simulator
1,2015,2,ARK: Survival Evolved
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Unturned
1,2014,2,Depression Quest
1,2015,2,Counter-Strike: Global Offensive
1,2014,1,Elsword
1,2014,2,CPUCores :: Maximize Your FPS
1,2014,2,Team Fortress 2
1,2014,2,No More Room in Hell
1,2013,1,Left 4 Dead 2
1,2015,2,Super Meat Boy
1,2014,2,Left 4 Dead 2
1,2014,2,Operation Flashpoint: Dragon Rising
1,2014,2,Garry's Mod
1,2014,1,SPORE™
1,2013,1,Blacklight: Retribution
1,2014,2,Nether: Resurrected
1,2015,1,Fallout: New Vegas
1,2014,2,DayZ
1,2015,2,Transistor
1,2014,1,Team Fortress 2
1,2014,1,METAL SLUG 3
1,2015,2,Team Fortress 2
1,2015,2,Fallout 3
1,2015,2,Insurgency
1,2014,1,Team Fortress 2
1,2011,2,Age of Wonders
1,2015,2,Defy Gravity Extended
1,2014,2,Goat Simulator
1,2015,2,Europa Universalis IV
1,2011,2,Mass Effect 2
1,2012,2,Terraria
1,2013,2,Neverwinter
1,2014,2,Garry's Mod
1,2014,2,Team Fortress 2
1,2014,2,Fallout: New Vegas
1,2014,2,Insurgency
1,2011,1,Garry's Mod
1,2015,1,Emily is Away
1,2014,1,DARK SOULS™ II
1,2015,2,Counter-Strike: Global Offensive
1,2015,2,Hurtworld
1,2014,2,Monster Loves You!
1,2015,2,Brawlhalla
1,2014,1,Realm of the Mad God
1,2013,2,Arma 2: Operation Arrowhead
1,2015,1,Half-Life 2
1,2013,2,Hotline Miami
1,2015,2,Pixel Puzzles: Japan
1,2014,1,Thinking with Time Machine
1,2013,2,Sid Meier's Civilization® V
1,2013,2,Sid Meier's Civilization® V
1,2012,2,Alien Swarm
1,2015,2,Who's Your Daddy
1,2015,1,Counter-Strike: Global Offensive
1,2013,1,Killing Floor
1,2014,2,Antichamber
1,2013,2,Just Cause 2
1,2014,2,Spec Ops: The Line
1,2013,2,Garry's Mod
1,2013,1,Garry's Mod
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Rocket League®
1,2013,2,Akaneiro: Demon Hunters
1,2015,1,Hacknet
1,2015,2,Left 4 Dead 2
1,2014,2,Left 4 Dead 2
1,2014,1,Garry's Mod
1,2014,2,Trove
1,2014,2,Age of Empires II HD
1,2014,2,Starbound
1,2014,2,Sid Meier's Civilization® V
1,2014,2,Undertale
1,2014,2,Counter-Strike Nexon: Zombies
1,2014,2,Team Fortress 2
1,2014,2,Burnout Paradise: The Ultimate Box
1,2015,2,Portal 2
1,2014,2,The Forest
1,2013,2,Fallout: New Vegas
1,2014,2,Warframe
1,2015,2,Call of Duty®: Black Ops III
1,2014,2,The Forest
1,2015,1,The Forest
1,2013,2,Spelunky
1,2014,2,Borderlands 2
1,2015,1,Squishy the Suicidal Pig
1,2015,2,Garry's Mod
1,2015,2,Aura Kingdom
1,2015,2,Heroes &amp; Generals
1,2015,1,Garry's Mod
1,2015,1,Risk of Rain
1,2015,2,Goat Simulator
1,2014,2,Team Fortress 2
1,2013,2,Counter-Strike: Global Offensive
1,2014,1,Unturned
1,2013,2,Total War™: ROME II - Emperor Edition
1,2014,2,Broken Age
1,2014,2,The Binding of Isaac
1,2015,2,The Way of Life Free Edition
1,2013,2,Fairy Fencer F
1,2015,1,Train Fever
1,2014,2,Goat Simulator
1,2014,1,Loadout
1,2014,2,The Stanley Parable
1,2013,1,PAYDAY™ The Heist
1,2014,2,Saints Row: The Third
1,2014,2,Rust
1,2014,2,Counter-Strike: Global Offensive
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Counter-Strike: Global Offensive
1,2014,2,Toribash
1,2014,2,The Binding of Isaac
1,2014,2,Borderlands 2: Headhunter 2: Wattle Gobbler
1,2015,2,Counter-Strike: Global Offensive
1,2013,2,Stardew Valley
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Defiance
1,2013,2,SpeedRunners
1,2013,2,Super Hexagon
1,2015,2,Left 4 Dead 2
1,2013,1,Realm of the Mad God
1,2013,2,Team Fortress 2
1,2014,2,Fallout 4
1,2014,2,Counter-Strike: Global Offensive
1,2013,2,LIMBO
1,2015,2,Counter-Strike: Global Offensive
1,2013,2,Starbound
1,2015,2,Left 4 Dead 2
1,2015,1,ENSLAVED™: Odyssey to the West™ Premium Edition
1,2014,2,Unturned
1,2015,2,Majestic Nights
1,2014,2,No More Room in Hell
1,2013,2,Team Fortress 2
1,2014,2,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
1,2015,1,Borderlands 2
1,2014,2,Sins of a Solar Empire®: Rebellion
1,2014,2,Portal 2
1,2014,1,South Park™: The Stick of Truth™
1,2015,2,Dungeon Defenders II
1,2013,2,SimplePlanes
1,2014,2,FTL: Faster Than Light
1,2014,2,Guns of Icarus Online
1,2014,2,Portal 2
1,2015,2,Train Simulator
1,2014,2,Realm of the Mad God
1,2015,2,Viridi
1,2013,1,Post Apocalyptic Mayhem
1,2015,2,Gratuitous Space Battles
1,2013,2,Garry's Mod
1,2015,2,The Elder Scrolls III: Morrowind® Game of the Year Edition
1,2014,2,theHunter Classic
1,2014,1,Counter-Strike: Source
1,2014,2,Team Fortress 2
1,2015,2,Unturned
1,2015,1,Simply Chess
1,2014,1,Loadout
1,2014,2,Freedom Planet
1,2013,2,Counter-Strike: Global Offensive
1,2012,1,Terraria
1,2014,2,BioShock Infinite
1,2014,1,Natural Selection 2
1,2015,2,Gear Up
1,2015,2,Mortal Online
1,2015,1,Warframe
1,2014,2,South Park™: The Stick of Truth™
1,2015,2,Kitty Powers' Matchmaker
1,2014,2,Terraria
1,2015,2,PlanetSide 2
1,2014,2,"Star Wars: Battlefront 2 (Classic, 2005)"
1,2013,2,Batman™: Arkham Origins
1,2015,2,Garry's Mod
1,2015,2,VEGAS Movie Studio 13 Platinum - Steam Powered
1,2014,2,Warframe
1,2014,2,DayZ
1,2015,2,Don't Starve Together
1,2015,2,Yet Another Zombie Defense
1,2014,2,Life is Strange - Episode 1
1,2014,2,The Wolf Among Us
1,2015,1,Grand Theft Auto V
1,2015,2,Hammerwatch
1,2015,2,Warframe
1,2013,2,Mount &amp; Blade: Warband
1,2014,1,Blade Kitten
1,2014,2,Unturned
1,2014,2,Rust
1,2015,2,The Elder Scrolls IV: Oblivion® Game of the Year Edition
1,2015,2,Sanctum 2
1,2015,2,Blue Estate The Game
1,2015,1,Ricochet
1,2015,2,Total War: ATTILA
1,2015,2,GRID Autosport
1,2015,2,POSTAL 2
1,2013,1,Batman: Arkham Asylum Game of the Year Edition
1,2014,2,LISA the Joyful
1,2014,1,Garry's Mod
1,2015,2,Garry's Mod
1,2015,1,Counter-Strike: Global Offensive
1,2015,1,Evoland
1,2014,2,Borderlands 2
1,2015,2,Besiege
1,2013,1,Stardew Valley
1,2015,1,Bitweb
1,2015,2,Team Fortress 2
1,2012,1,Mount &amp; Blade: With Fire &amp; Sword
1,2014,1,Counter-Strike: Global Offensive
1,2014,2,Team Fortress 2
1,2015,2,The Escapists
1,2013,2,The Walking Dead
1,2015,2,Paint the Town Red
1,2014,1,Magicka
1,2014,1,Call of Duty: World at War
1,2015,2,Major\Minor
1,2014,2,The Walking Dead
1,2014,2,Drunken Robot Pornography
1,2015,2,theHunter Classic
1,2014,2,Call of Juarez® Gunslinger
1,2013,1,Assassin’s Creed® III
1,2013,1,Tribes: Ascend
1,2014,2,Mini Metro
1,2014,2,Mount &amp; Blade: Warband
1,2014,2,Team Fortress 2
1,2014,2,Natural Selection 2
1,2013,2,Cargo! The Quest for Gravity
1,2015,1,Counter-Strike: Global Offensive
1,2013,2,Nuclear Throne
1,2014,1,STAR WARS™ Jedi Knight II - Jedi Outcast™
1,2015,2,ARK: Survival Evolved
1,2012,1,Left 4 Dead 2
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Warframe
1,2014,2,The Binding of Isaac
1,2014,2,Team Fortress 2
1,2013,1,Arma 3
1,2014,1,Portal 2
1,2014,2,Rust
1,2014,2,Tales from the Borderlands
1,2012,2,DARK SOULS™: Prepare To Die™ Edition
1,2015,2,Fallout 4
1,2015,1,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
1,2013,1,Arma 3
1,2013,2,Team Fortress 2
1,2014,2,LEGO® Marvel™ Super Heroes
1,2014,1,Unturned
1,2012,1,E.Y.E: Divine Cybermancy
1,2014,2,The Binding of Isaac
1,2013,2,Amnesia: The Dark Descent
1,2014,2,Assassin’s Creed® IV Black Flag™
1,2015,2,Bad Rats: the Rats' Revenge
1,2014,2,Satellite Reign
1,2014,2,Borderlands 2
1,2014,2,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition"
1,2014,2,Call of Duty: World at War
1,2014,1,Unturned
1,2015,2,Counter-Strike: Global Offensive
1,2014,2,Emily is Away
1,2012,2,Counter-Strike: Source
1,2015,2,Zombie Army Trilogy
1,2014,2,Goat Simulator
1,2015,1,Garry's Mod
1,2013,2,AirMech Strike
1,2014,1,Terraria
1,2014,2,Dishonored
1,2014,1,Unturned
1,2014,2,Fallout 4
1,2015,1,The Binding of Isaac: Rebirth
1,2015,2,Seduce Me the Otome
1,2015,2,Tropico 4
