title,year,sentiment_analysis,recommend
Terraria,2013.0,254,141
Terraria,2014.0,434,240
Terraria,2015.0,368,202
Tobe's Vertical Adventure,2012.0,1,1
PixelJunk™ Eden,2014.0,1,1
Bastion,2011.0,13,7
Bastion,2012.0,15,8
Bastion,2013.0,30,15
Bastion,2014.0,56,29
Bastion,2015.0,21,12
Space Pirates and Zombies,2011.0,2,1
Space Pirates and Zombies,2013.0,2,1
Space Pirates and Zombies,2014.0,4,2
Space Pirates and Zombies,2015.0,1,1
Breath of Death VII,2011.0,2,1
Cthulhu Saves the World,2011.0,2,1
Cthulhu Saves the World,2012.0,2,1
Cthulhu Saves the World,2014.0,2,1
Cthulhu Saves the World,2015.0,1,1
Arma 3,2013.0,45,28
Arma 3,2014.0,166,97
Arma 3,2015.0,154,87
Rochard,2012.0,2,1
Rochard,2013.0,4,2
Rochard,2014.0,2,1
Ticket to Ride,2015.0,2,1
Vessel,2015.0,2,1
Project Zomboid,2013.0,7,4
Project Zomboid,2014.0,47,24
Project Zomboid,2015.0,10,5
Alan Wake,2012.0,9,5
Alan Wake,2013.0,15,8
Alan Wake,2014.0,13,7
Alan Wake,2015.0,2,1
Crysis 2 - Maximum Edition,2012.0,4,2
Crysis 2 - Maximum Edition,2013.0,5,3
Crysis 2 - Maximum Edition,2014.0,12,7
Neverwinter,2013.0,29,15
Neverwinter,2014.0,27,16
Neverwinter,2015.0,24,13
inMomentum,2015.0,2,1
L.A. Noire,2013.0,8,4
L.A. Noire,2014.0,4,2
L.A. Noire,2015.0,11,6
Serious Sam Double D XXL,2014.0,2,1
Blocks That Matter,2011.0,2,1
Blocks That Matter,2014.0,2,1
Monaco: What's Yours Is Mine,2013.0,12,6
Monaco: What's Yours Is Mine,2014.0,45,25
Monaco: What's Yours Is Mine,2015.0,9,6
The Binding of Isaac,2011.0,2,1
The Binding of Isaac,2012.0,19,10
The Binding of Isaac,2013.0,63,34
The Binding of Isaac,2014.0,170,93
The Binding of Isaac,2015.0,22,14
Binding of Isaac: Wrath of the Lamb,2013.0,2,1
Binding of Isaac: Wrath of the Lamb,2014.0,3,2
Binding of Isaac: Wrath of the Lamb,2015.0,2,1
APB Reloaded,2011.0,4,2
APB Reloaded,2012.0,2,1
APB Reloaded,2013.0,28,17
APB Reloaded,2014.0,64,40
APB Reloaded,2015.0,49,28
Fallen Earth Free2Play,2012.0,6,3
Fallen Earth Free2Play,2013.0,9,5
Fallen Earth Free2Play,2014.0,17,9
Fallen Earth Free2Play,2015.0,2,1
Costume Quest,2014.0,2,1
Costume Quest,2015.0,4,2
Stacking,2014.0,2,1
Prototype 2,2014.0,2,1
Prototype 2,2015.0,2,1
Quantum Conundrum,2012.0,6,3
Quantum Conundrum,2014.0,1,1
Battle Chess: Game of Kings™,2014.0,2,1
Worms Revolution,2013.0,4,2
Worms Revolution,2014.0,8,5
Worms Revolution,2015.0,4,3
Realm of the Mad God,2012.0,26,16
Realm of the Mad God,2013.0,43,26
Realm of the Mad God,2014.0,153,89
Realm of the Mad God,2015.0,65,37
Off-Road Drive,2014.0,2,1
Batman: Arkham City - Game of the Year Edition,2013.0,37,20
Batman: Arkham City - Game of the Year Edition,2014.0,54,32
Batman: Arkham City - Game of the Year Edition,2015.0,33,18
Oil Rush Tower Defense Map Pack,2015.0,2,1
XCOM: Enemy Unknown,2012.0,2,1
XCOM: Enemy Unknown,2013.0,36,18
XCOM: Enemy Unknown,2014.0,77,43
XCOM: Enemy Unknown,2015.0,44,22
Torchlight II,2012.0,2,1
Torchlight II,2013.0,37,21
Torchlight II,2014.0,76,41
Torchlight II,2015.0,23,13
Before the Echo,2011.0,2,1
Before the Echo,2015.0,2,1
Sonic CD,2012.0,2,1
Sonic CD,2014.0,1,1
Pox Nora,2013.0,2,1
Pox Nora,2014.0,1,1
EverQuest® II Free-To-Play. Your Way.™,2015.0,4,2
Toki Tori 2+,2013.0,2,1
Toki Tori 2+,2014.0,2,1
Serious Sam: The Random Encounter,2015.0,2,1
Really Big Sky,2014.0,1,1
Really Big Sky,2015.0,2,1
Orcs Must Die! 2,2012.0,9,5
Orcs Must Die! 2,2013.0,15,8
Orcs Must Die! 2,2014.0,24,14
Orcs Must Die! 2,2015.0,18,9
Orcs Must Die! 2 - Family Ties Booster Pack,2015.0,1,1
Wolfenstein: The New Order,2013.0,4,2
Wolfenstein: The New Order,2014.0,36,19
Wolfenstein: The New Order,2015.0,28,16
Sleeping Dogs,2012.0,1,1
Sleeping Dogs,2013.0,32,17
Sleeping Dogs,2014.0,44,24
Sleeping Dogs,2015.0,8,5
Galactic Civilizations® II: Ultimate Edition,2012.0,2,1
Galactic Civilizations® II: Ultimate Edition,2013.0,2,1
Galactic Civilizations® II: Ultimate Edition,2014.0,2,1
Ridge Racer™ Unbounded,2013.0,2,1
Ridge Racer™ Unbounded,2014.0,2,1
Dynamite Jack,2015.0,2,1
Alan Wake's American Nightmare,2014.0,6,3
Call of Duty®: Black Ops II,2012.0,1,1
Call of Duty®: Black Ops II,2013.0,23,14
Call of Duty®: Black Ops II,2014.0,94,51
Call of Duty®: Black Ops II,2015.0,30,18
Hitman: Absolution™,2012.0,1,1
Hitman: Absolution™,2013.0,18,9
Hitman: Absolution™,2014.0,56,31
Hitman: Absolution™,2015.0,30,17
Tomb Raider,2012.0,2,1
Tomb Raider,2013.0,63,33
Tomb Raider,2014.0,108,60
Tomb Raider,2015.0,79,44
Titan Attacks!,2014.0,4,2
America's Army: Proving Grounds,2013.0,6,3
America's Army: Proving Grounds,2014.0,20,11
America's Army: Proving Grounds,2015.0,3,2
King's Bounty: Warriors of the North,2015.0,2,1
Warlock - Master of the Arcane,2012.0,2,1
Warlock - Master of the Arcane,2015.0,1,1
Sonic the Hedgehog 4 - Episode II,2013.0,2,1
Sonic the Hedgehog 4 - Episode II,2014.0,2,1
Binary Domain,2013.0,2,1
Binary Domain,2014.0,4,2
Crusader Kings II,2012.0,3,2
Crusader Kings II,2013.0,16,9
Crusader Kings II,2014.0,37,20
Crusader Kings II,2015.0,19,11
The Dark Eye: Chains of Satinav,2014.0,4,2
Fable - The Lost Chapters,2013.0,1,1
Fable - The Lost Chapters,2014.0,15,8
Fable - The Lost Chapters,2015.0,6,3
Superbrothers: Sword &amp; Sworcery EP,2014.0,4,2
The Showdown Effect,2013.0,3,2
The Showdown Effect,2014.0,3,2
Max Payne 3,2012.0,8,4
Max Payne 3,2013.0,13,7
Max Payne 3,2014.0,34,20
Max Payne 3,2015.0,9,5
Waveform,2015.0,7,4
The Bridge,2013.0,2,1
The Bridge,2014.0,8,4
The Bridge,2015.0,3,2
Awesomenauts - the 2D moba,2012.0,8,4
Awesomenauts - the 2D moba,2013.0,52,28
Awesomenauts - the 2D moba,2014.0,132,73
Awesomenauts - the 2D moba,2015.0,40,22
Serious Sam 2,2014.0,7,4
Serious Sam 2,2015.0,3,2
Castle Crashers®,2012.0,6,3
Castle Crashers®,2013.0,30,18
Castle Crashers®,2014.0,148,82
Castle Crashers®,2015.0,88,49
Castle Crashers - Pink Knight Pack,2015.0,4,2
Castle Crashers - Blacksmith Pack,2015.0,4,2
Call of Juarez® Gunslinger,2013.0,12,6
Call of Juarez® Gunslinger,2014.0,30,16
Call of Juarez® Gunslinger,2015.0,22,13
Infested Planet,2014.0,6,3
Infested Planet,2015.0,2,1
Retro City Rampage™ DX,2012.0,2,1
Retro City Rampage™ DX,2014.0,11,6
Sins of a Solar Empire®: Rebellion,2012.0,2,1
Sins of a Solar Empire®: Rebellion,2013.0,6,4
Sins of a Solar Empire®: Rebellion,2014.0,26,13
Sins of a Solar Empire®: Rebellion,2015.0,10,5
Dishonored,2012.0,12,6
Dishonored,2013.0,35,20
Dishonored,2014.0,79,44
Dishonored,2015.0,57,33
Rocksmith™,2014.0,4,2
Hell Yeah! Wrath of the Dead Rabbit,2014.0,2,1
Hell Yeah! Wrath of the Dead Rabbit,2015.0,1,1
Port Royale 3,2012.0,2,1
Tropico 4: Megalopolis DLC,2015.0,1,1
The Testament of Sherlock Holmes,2014.0,2,1
The Testament of Sherlock Holmes,2015.0,4,2
Everquest ®,2012.0,2,1
Auditorium,2014.0,1,1
Chronicle: RuneScape Legends,2014.0,2,1
Tiny and Big: Grandpa's Leftovers,2013.0,6,3
Tiny and Big: Grandpa's Leftovers,2014.0,6,3
Tiny and Big: Grandpa's Leftovers,2015.0,2,1
Jet Set Radio,2014.0,3,2
Jet Set Radio,2015.0,4,3
Warlock 2: The Exiled,2015.0,2,1
Gunpoint,2013.0,22,11
Gunpoint,2014.0,54,29
Gunpoint,2015.0,26,13
Gotham City Impostors Free to Play,2012.0,9,5
Gotham City Impostors Free to Play,2013.0,27,17
Gotham City Impostors Free to Play,2014.0,71,42
Gotham City Impostors Free to Play,2015.0,22,14
Saints Row IV,2013.0,52,29
Saints Row IV,2014.0,150,84
Saints Row IV,2015.0,97,60
To the Moon,2012.0,4,2
To the Moon,2013.0,3,2
To the Moon,2014.0,53,30
To the Moon,2015.0,23,13
Dungeons &amp; Dragons Online®,2012.0,2,2
Dungeons &amp; Dragons Online®,2013.0,2,1
Dungeons &amp; Dragons Online®,2014.0,3,2
AirMech Strike,2012.0,3,2
AirMech Strike,2013.0,24,14
AirMech Strike,2014.0,57,31
AirMech Strike,2015.0,24,13
Spiral Knights: Operation Crimson Hammer,2014.0,2,1
iBomber Defense Pacific,2013.0,2,1
Indie Game: The Movie,2012.0,2,1
Indie Game: The Movie,2013.0,2,1
Indie Game: The Movie,2014.0,4,2
Indie Game: The Movie,2015.0,1,1
SpeedRunners,2013.0,14,7
SpeedRunners,2014.0,43,25
SpeedRunners,2015.0,68,39
Legend of Grimrock,2013.0,2,1
Legend of Grimrock,2014.0,4,2
Legend of Grimrock,2015.0,1,1
ArcheBlade™,2013.0,9,5
ArcheBlade™,2014.0,19,11
ArcheBlade™,2015.0,16,9
Cubemen,2012.0,4,2
Cubemen,2013.0,2,1
Cubemen,2014.0,2,1
Cubemen,2015.0,2,1
Ys Origin,2014.0,6,3
eXceed 3rd - Jade Penetrate Black Package,2013.0,2,1
Wizorb,2013.0,2,1
Rayman® Origins,2012.0,2,1
Rayman® Origins,2013.0,2,1
English Country Tune,2012.0,2,1
The Walking Dead,2012.0,24,12
The Walking Dead,2013.0,99,53
The Walking Dead,2014.0,68,37
The Walking Dead,2015.0,21,11
The Walking Dead: 400 Days,2015.0,2,1
A Virus Named TOM,2014.0,4,2
Botanicula,2014.0,2,1
Arena Wars 2,2014.0,4,2
Symphony,2012.0,1,1
Symphony,2014.0,2,1
Jane's Advanced Strike Fighters,2015.0,2,1
PAYDAY™ The Heist: Wolfpack DLC,2014.0,1,1
PAYDAY: The Heist Soundtrack,2015.0,1,1
Sacred Citadel,2013.0,2,1
Loadout,2013.0,18,9
Loadout,2014.0,444,255
Loadout,2015.0,24,15
Endless Space® - Collection,2012.0,4,2
Endless Space® - Collection,2013.0,5,3
Endless Space® - Collection,2014.0,4,2
Endless Space® - Collection,2015.0,2,1
Doom 3: BFG Edition,2012.0,2,1
Doom 3: BFG Edition,2013.0,2,1
Doom 3: BFG Edition,2014.0,4,2
Doom 3: BFG Edition,2015.0,2,1
Train Simulator: Southern Pacific GS-4 Loco Add-On,2015.0,1,1
Assassin’s Creed® III,2012.0,2,2
Assassin’s Creed® III,2013.0,17,10
Assassin’s Creed® III,2014.0,12,7
Assassin’s Creed® III,2015.0,3,2
F1 2012™,2013.0,2,1
Omerta - City of Gangsters,2013.0,2,1
Omerta - City of Gangsters,2014.0,4,2
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2013.0,6,3
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2014.0,8,4
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2015.0,10,5
Batman™: Arkham Knight,2011.0,2,1
Batman™: Arkham Knight,2013.0,2,1
Batman™: Arkham Knight,2014.0,10,5
Batman™: Arkham Knight,2015.0,61,31
Blades of Time,2013.0,4,2
Blades of Time,2015.0,4,2
Borderlands 2: Creature Slaughterdome,2015.0,1,1
Game of Thrones,2014.0,2,1
Apotheon,2015.0,6,3
Batman™: Arkham Origins,2013.0,27,14
Batman™: Arkham Origins,2014.0,53,32
Batman™: Arkham Origins,2015.0,19,11
Drunken Robot Pornography,2013.0,2,1
Drunken Robot Pornography,2014.0,10,5
Guns of Icarus Online,2013.0,13,7
Guns of Icarus Online,2014.0,73,38
Guns of Icarus Online,2015.0,35,18
Resident Evil: Operation Raccoon City,2014.0,2,1
Street Fighter X Tekken,2015.0,2,1
Call of Duty®: Ghosts,2013.0,24,12
Call of Duty®: Ghosts,2014.0,46,26
Call of Duty®: Ghosts,2015.0,10,6
Hero Academy,2012.0,2,1
Hero Academy,2014.0,2,1
All Zombies Must Die!: Scorepocalypse,2015.0,2,1
Analogue: A Hate Story,2013.0,2,1
Analogue: A Hate Story,2014.0,4,2
Analogue: A Hate Story,2015.0,2,1
Mini Motor Racing EVO,2013.0,2,1
Strike Suit Zero,2013.0,7,4
Strike Suit Zero,2014.0,2,1
Magrunner: Dark Pulse,2014.0,2,1
Call of Duty®: Advanced Warfare - Gold Edition,2014.0,35,18
Call of Duty®: Advanced Warfare - Gold Edition,2015.0,34,20
Cortex Command,2013.0,2,1
Cortex Command,2014.0,10,5
Cortex Command,2015.0,2,1
Fieldrunners,2012.0,1,1
Splice,2013.0,1,1
Lone Survivor: The Director's Cut,2013.0,2,1
Blacklight: Retribution,2012.0,19,11
Blacklight: Retribution,2013.0,46,25
Blacklight: Retribution,2014.0,94,54
Blacklight: Retribution,2015.0,38,21
Spirits,2014.0,1,1
Sanctum 2,2013.0,11,6
Sanctum 2,2014.0,47,27
Sanctum 2,2015.0,17,9
Cloudberry Kingdom™,2014.0,2,1
Crusader Kings II: Mediterranean Portraits,2014.0,2,1
The Witness,2014.0,4,2
The Witness,2015.0,2,1
Unmechanical,2012.0,2,1
They Bleed Pixels,2013.0,2,1
They Bleed Pixels,2015.0,4,2
Deadlight,2013.0,10,5
Deadlight,2014.0,18,10
DARK SOULS™: Prepare To Die™ Edition,2012.0,4,2
DARK SOULS™: Prepare To Die™ Edition,2013.0,32,19
DARK SOULS™: Prepare To Die™ Edition,2014.0,68,37
DARK SOULS™: Prepare To Die™ Edition,2015.0,44,24
Adventures of Shuggy,2014.0,3,2
RaceRoom Racing Experience,2013.0,10,6
RaceRoom Racing Experience,2014.0,8,4
RaceRoom Racing Experience,2015.0,4,2
Max Payne 3: Deathmatch Made In Heaven Pack,2014.0,2,1
Thief™ Gold,2014.0,5,3
Thief™ Gold,2015.0,5,3
Thief™ II: The Metal Age,2014.0,2,1
Conflict Desert Storm™,2015.0,2,1
Starbound,2011.0,2,2
Starbound,2012.0,3,2
Starbound,2013.0,188,99
Starbound,2014.0,250,138
Starbound,2015.0,111,61
Kung Fu Strike - The Warrior's Rise,2014.0,1,1
Kung Fu Strike - The Warrior's Rise,2015.0,2,1
Kung Fu Strike: The Warrior's Rise - Master Level,2014.0,1,1
Star Conflict,2013.0,8,4
Star Conflict,2014.0,32,16
Star Conflict,2015.0,16,10
Vindictus,2013.0,2,1
Vindictus,2014.0,18,11
Vindictus,2015.0,14,8
Mabinogi,2014.0,2,1
Mabinogi,2015.0,4,2
Continent of the Ninth Seal,2014.0,2,1
Inversion™,2013.0,2,1
Sonic &amp; All-Stars Racing Transformed,2013.0,27,18
Sonic &amp; All-Stars Racing Transformed,2014.0,17,9
Sonic &amp; All-Stars Racing Transformed,2015.0,7,6
The Lord of the Rings Online™,2012.0,2,1
The Lord of the Rings Online™,2014.0,15,8
The Lord of the Rings Online™,2015.0,7,4
Tom Clancy's Ghost Recon: Future Soldier™,2013.0,2,1
Tom Clancy's Ghost Recon: Future Soldier™,2015.0,1,1
FTL: Faster Than Light,2012.0,12,7
FTL: Faster Than Light,2013.0,44,23
FTL: Faster Than Light,2014.0,118,62
FTL: Faster Than Light,2015.0,41,21
Super Crate Box,2012.0,2,1
Super Crate Box,2013.0,11,7
Super Crate Box,2014.0,38,21
Super Crate Box,2015.0,10,5
Dishonored - Void Walker Arsenal,2015.0,4,2
Borderlands 2: Mr. Torgue’s Campaign of Carnage,2015.0,2,2
Borderlands 2: Mechromancer Pack,2015.0,2,1
LEGO® Batman 2 DC Super Heroes™,2012.0,2,1
LEGO® Batman 2 DC Super Heroes™,2014.0,3,2
LEGO® Batman 2 DC Super Heroes™,2015.0,2,1
Sonic Adventure 2,2013.0,4,2
Sonic Adventure 2,2014.0,4,2
Sonic Adventure 2,2015.0,7,4
Dwarfs - F2P,2013.0,6,3
Dwarfs - F2P,2014.0,17,10
Dwarfs - F2P,2015.0,5,3
South Park™: The Stick of Truth™,2013.0,6,3
South Park™: The Stick of Truth™,2014.0,109,59
South Park™: The Stick of Truth™,2015.0,37,21
Magic 2014 — Duels of the Planeswalkers,2013.0,5,3
Magic 2014 — Duels of the Planeswalkers,2014.0,10,6
Magic 2014 — Duels of the Planeswalkers,2015.0,2,1
Aerofly FS 1 Flight Simulator,2014.0,1,1
Minimum,2014.0,10,6
Minimum,2015.0,10,5
Deponia,2015.0,2,1
Gear Up,2013.0,1,1
Gear Up,2014.0,8,4
Gear Up,2015.0,20,10
Alien: Isolation,2014.0,38,22
Alien: Isolation,2015.0,29,16
LEGO The Lord of the Rings,2013.0,1,1
LEGO The Lord of the Rings,2014.0,4,3
Eets Munchies,2014.0,1,1
Mark of the Ninja,2013.0,7,4
Mark of the Ninja,2014.0,33,17
Mark of the Ninja,2015.0,6,3
Cherry Tree High Comedy Club,2014.0,2,1
Call of Duty: Black Ops - Mac Edition,2013.0,2,1
Call of Duty: Black Ops - Mac Edition,2014.0,2,1
Call of Duty: Black Ops - Mac Edition,2015.0,2,1
Thirty Flights of Loving,2014.0,3,2
Guacamelee! Gold Edition,2014.0,16,8
Guacamelee! Gold Edition,2015.0,1,1
The Basement Collection,2013.0,2,1
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2014.0,9,5
Painkiller Hell &amp; Damnation,2015.0,3,2
BioShock Infinite: Clash in the Clouds,2015.0,1,1
BioShock Infinite: Burial at Sea - Episode One,2015.0,1,1
BioShock Infinite - Season Pass,2015.0,2,1
Total War™: ROME II - Emperor Edition,2013.0,31,17
Total War™: ROME II - Emperor Edition,2014.0,52,28
Total War™: ROME II - Emperor Edition,2015.0,23,13
Intrusion 2,2013.0,2,1
Intrusion 2,2014.0,2,1
WAKFU,2014.0,9,5
WAKFU,2015.0,4,2
Ragnarok Online,2014.0,1,1
Ragnarok Online,2015.0,4,2
Sleeping Dogs: Nightmare in North Point,2015.0,2,1
Secret World Legends,2013.0,4,2
Secret World Legends,2014.0,2,1
Secret World Legends,2015.0,4,2
Primal Carnage,2012.0,4,2
Primal Carnage,2013.0,12,6
Primal Carnage,2014.0,14,7
Primal Carnage,2015.0,6,3
Rocketbirds: Hardboiled Chicken,2015.0,1,1
The Incredible Adventures of Van Helsing,2013.0,4,3
The Incredible Adventures of Van Helsing,2014.0,2,2
The Incredible Adventures of Van Helsing,2015.0,1,1
Demonicon,2014.0,2,1
Home,2013.0,2,1
Home,2014.0,2,1
Home,2015.0,2,1
Zeno Clash 2,2014.0,2,1
Fieldrunners 2,2015.0,2,1
Dungeon-Party,2013.0,2,1
Tiny Troopers,2015.0,5,3
MapleStory,2013.0,16,8
MapleStory,2014.0,16,11
MapleStory,2015.0,12,6
AirMech® Soundtrack,2015.0,2,1
Don Bradman Cricket 14,2014.0,2,1
Don Bradman Cricket 14,2015.0,6,3
Blood Bowl: Chaos Edition,2013.0,2,1
Of Orcs And Men,2013.0,2,1
Dementium II HD,2014.0,2,1
Rise of the Triad,2013.0,7,4
Rise of the Triad,2014.0,5,3
Worms Armageddon,2013.0,2,1
Worms Armageddon,2014.0,4,2
Worms Armageddon,2015.0,4,3
Anna - Extended Edition,2014.0,3,2
Alien Rage - Unlimited,2014.0,2,1
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013.0,6,3
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2014.0,15,8
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2015.0,3,2
Unity of Command: Stalingrad Campaign,2014.0,2,1
Dungeonland,2013.0,10,6
Dungeonland,2014.0,9,5
PlanetSide 2,2012.0,29,16
PlanetSide 2,2013.0,144,81
PlanetSide 2,2014.0,262,144
PlanetSide 2,2015.0,85,46
Defender's Quest: Valley of the Forgotten (DX edition),2013.0,4,2
Defender's Quest: Valley of the Forgotten (DX edition),2014.0,2,1
Borderlands 2: Tiny Tina's Assault on Dragon Keep,2015.0,4,2
Borderlands 2 Season Pass,2015.0,2,1
Lucius,2013.0,1,1
Lucius,2014.0,4,2
Lucius,2015.0,3,2
Scribblenauts Unlimited,2013.0,11,6
Scribblenauts Unlimited,2014.0,39,21
Scribblenauts Unlimited,2015.0,8,4
Pid,2014.0,8,4
Mercenary Kings,2013.0,2,1
Mercenary Kings,2014.0,2,1
Call of Duty®: Black Ops II - Nuketown Zombies Map,2014.0,2,1
Call of Duty®: Black Ops II - Apocalypse,2014.0,2,1
Call of Duty®: Black Ops II - Apocalypse,2015.0,4,2
Hotline Miami,2012.0,2,1
Hotline Miami,2013.0,45,23
Hotline Miami,2014.0,81,46
Hotline Miami,2015.0,59,37
Ultratron,2013.0,2,1
Ultratron,2014.0,4,2
The Banner Saga: Factions,2013.0,2,1
Chivalry: Medieval Warfare,2012.0,7,4
Chivalry: Medieval Warfare,2013.0,94,55
Chivalry: Medieval Warfare,2014.0,100,61
Chivalry: Medieval Warfare,2015.0,60,36
Proteus,2014.0,7,5
Proteus,2015.0,2,1
Dogs of War Online,2014.0,2,1
King Arthur's Gold,2013.0,18,9
King Arthur's Gold,2014.0,21,11
King Arthur's Gold,2015.0,12,6
Antichamber,2013.0,39,20
Antichamber,2014.0,33,17
Antichamber,2015.0,12,6
Edna &amp; Harvey: Harvey's New Eyes,2013.0,4,2
Grim Dawn,2013.0,9,5
Grim Dawn,2014.0,7,4
Grim Dawn,2015.0,13,8
The Journey Down: Chapter One,2015.0,1,1
Trials Evolution: Gold Edition,2013.0,3,2
Trials Evolution: Gold Edition,2014.0,8,5
Trials Evolution: Gold Edition,2015.0,2,1
Kerbal Space Program,2013.0,50,26
Kerbal Space Program,2014.0,104,57
Kerbal Space Program,2015.0,61,35
Far Cry 3,2012.0,6,4
Far Cry 3,2013.0,40,23
Far Cry 3,2014.0,91,51
Far Cry 3,2015.0,26,15
Farming Simulator 2013 Titanium Edition,2013.0,14,8
Farming Simulator 2013 Titanium Edition,2014.0,8,5
Farming Simulator 2013 Titanium Edition,2015.0,2,1
DmC: Devil May Cry,2013.0,7,4
DmC: Devil May Cry,2014.0,4,2
DmC: Devil May Cry,2015.0,11,6
Cargo Commander,2013.0,2,1
StarDrive,2015.0,2,1
RPG Maker VX Ace,2013.0,8,4
RPG Maker VX Ace,2014.0,8,4
Chaos on Deponia,2014.0,1,1
Thomas Was Alone,2013.0,10,6
Thomas Was Alone,2014.0,26,13
Thomas Was Alone,2015.0,2,2
Zombie Driver HD,2014.0,2,2
McPixel,2013.0,11,6
McPixel,2014.0,11,6
McPixel,2015.0,1,1
Jack Lumber,2013.0,1,1
FTL: Faster Than Light - Soundtrack,2015.0,2,1
Towns,2014.0,2,1
Towns,2015.0,2,1
Resident Evil 6 / Biohazard 6,2012.0,2,1
Resident Evil 6 / Biohazard 6,2013.0,2,2
Resident Evil 6 / Biohazard 6,2014.0,10,6
Resident Evil 6 / Biohazard 6,2015.0,10,6
DayZ,2012.0,2,1
DayZ,2013.0,110,62
DayZ,2014.0,527,293
DayZ,2015.0,138,76
Eufloria HD,2014.0,2,1
Little Inferno,2012.0,1,1
Little Inferno,2013.0,19,12
Little Inferno,2014.0,12,7
Little Inferno,2015.0,14,8
Age of Empires II HD,2012.0,4,2
Age of Empires II HD,2013.0,23,14
Age of Empires II HD,2014.0,59,32
Age of Empires II HD,2015.0,52,31
DG2: Defense Grid 2,2014.0,10,5
DG2: Defense Grid 2,2015.0,2,1
Super Hexagon,2012.0,2,1
Super Hexagon,2013.0,56,30
Super Hexagon,2014.0,112,67
Super Hexagon,2015.0,20,14
Rocksmith® 2014 Edition - Remastered,2013.0,6,3
Rocksmith® 2014 Edition - Remastered,2014.0,8,4
Rocksmith® 2014 Edition - Remastered,2015.0,8,4
The Cave,2013.0,2,1
The Cave,2014.0,2,1
The Stanley Parable,2013.0,44,24
The Stanley Parable,2014.0,96,53
The Stanley Parable,2015.0,24,14
Puddle,2014.0,2,1
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2015.0,1,1
Resident Evil Revelations / Biohazard Revelations,2014.0,2,1
Champions of Regnum,2013.0,1,1
Champions of Regnum,2014.0,6,4
Champions of Regnum,2015.0,1,1
Train Simulator: DB BR232 Loco Add-On,2015.0,2,1
Retro/Grade,2014.0,2,1
Reus,2013.0,13,7
Reus,2014.0,8,5
Reus,2015.0,2,1
Wargame: Airland Battle,2013.0,12,7
Wargame: Airland Battle,2014.0,8,5
Wargame: Airland Battle,2015.0,3,2
Insurgency,2012.0,2,1
Insurgency,2013.0,15,8
Insurgency,2014.0,167,93
Insurgency,2015.0,123,70
THE KING OF FIGHTERS XIII STEAM EDITION,2014.0,5,4
THE KING OF FIGHTERS XIII STEAM EDITION,2015.0,4,2
Dead Pixels,2012.0,2,1
Dead Pixels,2013.0,4,2
Dead Pixels,2014.0,4,3
Dead Pixels,2015.0,3,2
Homefront®: The Revolution,2014.0,2,1
Miner Wars 2081,2015.0,2,1
POSTAL 2,2013.0,12,7
POSTAL 2,2014.0,43,26
POSTAL 2,2015.0,43,26
Miasmata,2013.0,2,1
Cry of Fear,2012.0,2,1
Cry of Fear,2013.0,27,16
Cry of Fear,2014.0,46,32
Cry of Fear,2015.0,30,21
DCS: P-51D Mustang,2014.0,2,1
Ys I &amp; II Chronicles+,2013.0,1,1
Xenonauts,2014.0,4,2
3DMark,2015.0,4,2
No More Room in Hell,2012.0,2,1
No More Room in Hell,2013.0,109,64
No More Room in Hell,2014.0,188,109
No More Room in Hell,2015.0,74,46
Contrast,2014.0,9,5
Contrast,2015.0,4,2
Octodad: Dadliest Catch,2013.0,1,1
Octodad: Dadliest Catch,2014.0,40,23
Octodad: Dadliest Catch,2015.0,7,4
Gnomoria,2013.0,4,2
Gnomoria,2014.0,4,2
Gnomoria,2015.0,2,1
Ace of Spades: Battle Builder,2013.0,36,21
Ace of Spades: Battle Builder,2014.0,79,47
Ace of Spades: Battle Builder,2015.0,23,13
Arma II: DayZ Mod,2013.0,18,9
Arma II: DayZ Mod,2014.0,20,11
Arma II: DayZ Mod,2015.0,2,1
Defiance,2013.0,15,8
Defiance,2014.0,37,21
Defiance,2015.0,7,4
FEZ,2013.0,11,6
FEZ,2014.0,32,17
FEZ,2015.0,14,7
Super House of Dead Ninjas,2013.0,6,3
Super House of Dead Ninjas,2014.0,2,1
Super House of Dead Ninjas,2015.0,2,1
Iron Sky: Invasion,2014.0,2,1
Tomb Raider I,2013.0,2,1
Tomb Raider I,2015.0,2,1
Brothers - A Tale of Two Sons,2013.0,7,4
Brothers - A Tale of Two Sons,2014.0,40,21
Brothers - A Tale of Two Sons,2015.0,14,7
Shadow Warrior Classic Redux,2013.0,2,1
Shadow Warrior Classic Redux,2014.0,1,1
Brutal Legend,2013.0,9,5
Brutal Legend,2014.0,18,11
Brutal Legend,2015.0,5,3
Full Mojo Rampage,2014.0,2,1
Full Mojo Rampage,2015.0,2,1
Tomb Raider II,2014.0,2,1
XCOM: Enemy Within,2014.0,2,1
Cities in Motion 2,2013.0,4,2
Cities in Motion 2,2014.0,4,2
Just Cause™ 3,2012.0,2,1
Just Cause™ 3,2013.0,3,2
