title,id,genres
Marc Eckō's Getting Up: Contents Under Pressure,260190,Action Adventure
Marc Maron: Thinky Pain,595210,nan
March of Empires,702320,Free to Play Massively Multiplayer RPG Strategy
March of Industry: Very Capitalist Factory Simulator Entertainments,374640,Indie Simulation Strategy
March of War - StormSiege,359860,Action Free to Play Massively Multiplayer Strategy
March of War: FaceOff - M,323900,Casual Free to Play Indie Strategy
March of War: FaceOff - XL,418110,Casual Free to Play Indie Strategy Early Access
March of the Eagles,227760,Simulation Strategy
March of the Eagles: British Unit Pack,254290,Simulation Strategy
March of the Eagles: French Unit Pack,254291,Simulation Strategy
March of the Living,458000,Adventure Indie Strategy
March of the Living - Soundtrack,470230,Adventure Indie Strategy
Marcus Level,417480,Action Adventure Casual
Mardock Scramble: The Second Combustion,518540,nan
Mardock Scramble: The Third Exhaust,518560,nan
Mare Nostrum,1230,Action
Mare Nostrvm,726630,Strategy
Mari and the Black Tower,706350,Indie RPG
Maria (Character for Occult Raise),670582,Adventure Casual Indie RPG Strategy
Maria the Witch,447860,Action Adventure Casual Indie
Marinatide,566420,Adventure Strategy
Marine Park Empire,294730,Casual Simulation Strategy
Marine Sharpshooter II: Jungle Warfare,283370,Action
MarionetteAI,652520,Indie Simulation Strategy
Mark Hamill's Pop Culture Quest,549310,nan
Mark II “Falling Closet” - Awesomenauts Droppod,605951,Action Indie Strategy
Mark of the Ninja,214560,Action Adventure Indie
Mark of the Ninja: Special Edition DLC,239570,Action Adventure Indie
Market Tycoon,563360,Casual Indie RPG Simulation Strategy Early Access
Marlow Briggs and the Mask of Death,249680,Action Adventure
Marmoset Hexels 3,428340,Animation &amp; Modeling Design &amp; Illustration Video Production
Marmoset Toolbag 3,550060,Animation &amp; Modeling Design &amp; Illustration Utilities
Marmoset Toolbag 3 - Portfolio ready renders,688340,nan
Marooners,423810,Action Casual Indie
Marooners Deluxe DLC,674000,Action Casual Indie
Mars 2030,416070,Action Adventure Casual Indie RPG Simulation Strategy
Mars Colony:Challenger,277910,Adventure Indie RPG Simulation
Mars Industries,543790,Casual Indie Simulation Strategy
Mars: War Logs,232750,Action RPG
Martial Arts Master: The Life Of Bruce Lee,506310,nan
Martial Arts: Capoeira,307410,Sports
Martial Law,346150,Action Adventure Indie Simulation Strategy Early Access
Marty Thinks 4D,515890,Indie
Marty Thinks 4D Soundtrack,722720,Indie
Marvel Puzzle Quest,234330,Casual Free to Play RPG
Marvel Puzzle Quest - Avengers’ Battle Kit,265131,Free to Play RPG
Marvel Puzzle Quest - Nick Fury’s Doomsday Plan,265132,Free to Play RPG
Marvel Puzzle Quest - S.H.I.E.L.D. New Recruit Pack,265130,Free to Play RPG
Marvel vs. Capcom: Infinite,493840,Action
Marvel vs. Capcom: Infinite - Arthur Fallen Angel Armor Costume,721149,Action
Marvel vs. Capcom: Infinite - Black Panther,721101,Action
Marvel vs. Capcom: Infinite - Black Widow,721103,Action
Marvel vs. Capcom: Infinite - Captain America Gladiator Costume,721109,Action
Marvel vs. Capcom: Infinite - Captain Marvel Warbird Costume,721106,Action
Marvel vs. Capcom: Infinite - Chris Classic Costume,721143,Action
Marvel vs. Capcom: Infinite - Chun-Li Casual Costume,721141,Action
Marvel vs. Capcom: Infinite - Dante Nephilim Costume,721132,Action
Marvel vs. Capcom: Infinite - Doctor Strange Illuminati Costume,721112,Action
Marvel vs. Capcom: Infinite - Dormammu Molten Costume,721117,Action
Marvel vs. Capcom: Infinite - Firebrand Ultimate Costume,721142,Action
Marvel vs. Capcom: Infinite - Frank West Proto Man Costume,721144,Action
Marvel vs. Capcom: Infinite - Gamora Classic Costume,721130,Action
Marvel vs. Capcom: Infinite - Ghost Rider Outlaw Costume,721115,Action
Marvel vs. Capcom: Infinite - Haggar Metro City Mayor Costume,721146,Action
Marvel vs. Capcom: Infinite - Jedah Makai Messiah Costume,721151,Action
Marvel vs. Capcom: Infinite - Joe Fixit Costume,721108,Action
Marvel vs. Capcom: Infinite - Monster Hunter,721105,Action
Marvel vs. Capcom: Infinite - Morrigan Night Warrior Costume,721133,Action
Marvel vs. Capcom: Infinite - Nemesis Tyrant Costume,721147,Action
Marvel vs. Capcom: Infinite - Nova Prime Costume,721114,Action
Marvel vs. Capcom: Infinite - Ryu Wanderer Costume,721131,Action
Marvel vs. Capcom: Infinite - Sigma,721104,Action
Marvel vs. Capcom: Infinite - Space Suit Costume,721113,Action
Marvel vs. Capcom: Infinite - Special X Costume,721150,Action
Marvel vs. Capcom: Infinite - Special Zero Costume,721145,Action
Marvel vs. Capcom: Infinite - Spencer Gottfried Costume,721148,Action
Marvel vs. Capcom: Infinite - Strider Hien Costume,721140,Action
Marvel vs. Capcom: Infinite - Superior Iron Man Costume,721110,Action
Marvel vs. Capcom: Infinite - Superior Spider-Man  Costume,721107,Action
Marvel vs. Capcom: Infinite - Thanos Annihilation Costume,721118,Action
Marvel vs. Capcom: Infinite - Ultimate Hawkeye Costume,721116,Action
Marvel vs. Capcom: Infinite - Ultimate Thor Costume,721111,Action
Marvel vs. Capcom: Infinite - Ultron Conquest Costume,721119,Action
Marvel vs. Capcom: Infinite - Venom,721100,Action
Marvel vs. Capcom: Infinite - Winter Soldier,721102,Action
Marvel's Guardians of the Galaxy: The Telltale Series,579950,Adventure
Marvel: Ultimate Alliance,433300,Action Adventure RPG
Marvel: Ultimate Alliance 2,433320,Action Adventure RPG
Marvelous Designer 7 For Steam,707410,Animation &amp; Modeling Design &amp; Illustration
Marvin's Mittens,333260,Adventure Casual Indie
Marvin's Mittens Official Soundtrack,335520,Adventure Casual Indie
Marwin and The Evolution Stone,511670,Action Adventure Casual Indie
Mary Le Chef - Cooking Passion,588620,Adventure Casual Simulation
Masamune-kun's Revenge,640560,nan
Masha Rescues Grandma,562670,Adventure Casual Indie
Mashed,281280,Racing
Mashinky,598960,Indie Simulation Strategy Early Access
Masked Shooters,603130,Action Indie
Masked Shooters 2,434250,Action Indie
Masked and Mysterious,740720,Indie
Masky,554800,Action Casual Indie
Maso Marble,673920,Casual
Masochisia,396310,Indie
Masquerada: Songs and Shadows,459090,Indie RPG
Masquerada: Songs and Shadows - Original Soundtrack,552360,Indie RPG
Masquerade: The Baubles of Doom,299380,Action Adventure Casual Indie
Mass Destruction,396820,Action
Mass Effect,17460,Action RPG
Mass Effect 2,24980,RPG
Mass Effect 2 Digital Deluxe Edition,901242,RPG
Mass O' Kyzt,713220,Action Indie
Mass Vector,411070,Casual Indie
Massacre At Noon,734220,nan
Massive,461400,Action Adventure Indie Early Access
Massive Assault,34630,Strategy
Massive Assault: Phantom Renaissance,34640,Strategy
Massive: Original Soundtrack,568590,Action Adventure Indie
Mastema: Out of Hell,595550,Action Adventure Casual Indie
Master Levels for Doom II,9160,Action
Master Of Marbles,486760,Casual Indie Strategy
Master Reboot,251850,Action Adventure Indie
Master Reboot Art Book and Soundtrack,271100,Action Adventure Indie
Master Spy,331190,Action Indie
Master Spy OST,395020,Action Indie
Master of ABC,673820,Adventure Casual Indie
Master of Magic Chess,598680,Massively Multiplayer RPG Strategy
Master of Magic Chess Deluxe Edition,625920,Massively Multiplayer RPG Strategy
Master of Mayhem Soundtrack,602390,Action Indie
Master of Orion,298050,Strategy
Master of Orion 1,410970,Strategy
Master of Orion 2,410980,Strategy
Master of Orion 3,410990,Strategy
Master of Orion: Elerian Fiefdoms,558301,Strategy
Master of Orion: Gnolam League,558302,Strategy
Master of Orion: Trilarian Shoal,558300,Strategy
MasterCook 15,372980,Education
Masters of the World - Geopolitical Simulator 3,268890,Simulation
Masterspace,282860,Action Indie RPG Simulation
Mata Hari,18480,Adventure
Match 3 Revolution,401420,Action Casual Indie
Match More,468540,Casual Indie Early Access
Math Combat Challenge,673870,Action Indie Simulation
Math Rescue,358200,Adventure
Mathoria: It All Adds Up,434480,Casual Free to Play Indie RPG
Matris,470440,Casual Indie Strategy
Matryoshka Strike,675960,Action Adventure Casual Indie
Matt Besser: Besser Breaks the Record,646620,nan
Matt Braunger: Big Dumb Animal,617950,nan
Matt DiBenedetto Spotter Audio,538350,Racing
Matt Tifft Comeback Pack,538351,Racing
Maui,464700,Action Adventure Casual Free to Play Indie
Mavis Beacon Teaches Typing Family Edition,243890,Education Software Training
Max (for Athopiu),658385,Adventure Casual Indie RPG Strategy
Max Focus - Awesomenauts Character,561559,Action Indie Strategy
Max Gentlemen,257710,Casual Free to Play Indie
Max Payne,12140,Action
Max Payne 2: The Fall of Max Payne,12150,Action
Max Payne 3,204100,Action
Max Payne 3 Rockstar Pass,213370,Action
Max Payne 3: Deathmatch Made In Heaven Pack,211523,Action
Max Payne 3: Hostage Negotiation Pack,211521,Action
Max Payne 3: Local Justice Pack,211520,Action
Max Payne 3: Painful Memories Pack,211522,Action
Max Stern,531240,Action Adventure Indie
Max and the Magic Marker,50820,Indie
Max's Big Bust - A Captain Nekorai Tale,416360,Adventure Indie Simulation
"Max, an Autistic Journey",511630,Indie RPG
"Max, an Autistic Journey - Max's Birthday DLC",618180,Indie RPG
Max: The Curse of Brotherhood,255390,Adventure
Maximum Archery The Game,513680,Action Adventure Casual Indie Simulation Sports Strategy
Maximum Override,389220,Action Casual Indie Simulation
Mayan Death Robots,347470,Action Indie
Mayan Prophecies: Cursed Island Collector's Edition,678430,Adventure Casual
Mayan Prophecies: Ship of Spirits Collector's Edition,568160,Adventure Casual
Maybot Run,715990,Action Indie
Mayhem Above,665350,Action
Mayhem Above - Soundtrack,694080,Casual
Mayhem Intergalactic,18600,Indie Strategy
Mayjasmine Episode01 - What is God?,417110,Adventure Indie
May’s Mysteries: The Secret of Dragonville,327650,Casual Indie
Maze Bandit,621850,Action Casual Indie
Maze Sounds,536630,Adventure Indie
Maze Subject 360 Strategy Guide,501250,Adventure Casual
Maze Trials,704660,Adventure Casual Indie
Maze Up!,728670,Casual Indie
Maze: Subject 360 Collector's Edition,466000,Adventure Casual
Mazeglaser,667400,Indie
Mazement,431410,Action Casual Indie
McDROID - The Swan Song DLC,400950,Action Indie Strategy
McLaren,694450,nan
McOsu - Donation - 1,608160,Indie
McOsu - Donation - 3,608170,Indie
McOsu - Donation - 5,608180,Indie
McPixel,220860,Action Adventure Indie
Meadow,486310,Adventure Indie Massively Multiplayer
Meadow Soundtrack,506080,Adventure Indie Massively Multiplayer
Meadowland,320120,Indie Simulation
Measurement Problem,534960,Adventure Indie
Meatballs,441130,nan
Mech Anarchy,420900,Action Indie Early Access
Mech Marines: Steel March,335940,Strategy Early Access
Mech Tutorial - 3Ds Max &amp; Substance Painter,685060,nan
MechDefender,562730,Action Casual Indie Strategy Early Access
MechRunner,288100,Action
MechWarrior Online™,342200,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Assault ‘Mech Performance Steam Pack,412243,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Assault ‘Mech Performance Steam Pack II,545743,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack,412242,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack II,545742,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Light ‘Mech Performance Steam Pack,412240,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Light ‘Mech Performance Steam Pack II,545740,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Medium ‘Mech Performance Steam Pack,412241,Action Free to Play Massively Multiplayer Simulation Strategy
MechWarrior Online™ - Medium ‘Mech Performance Steam Pack II,545741,Action Free to Play Massively Multiplayer Simulation Strategy
Mecha Ace,318330,Indie RPG
Mecha Ace Demo,318340,Indie RPG
Mecha Ritz: Steel Rondo,463070,Action Indie
Mecha Ritz: Steel Rondo OST,470870,Action Indie
MechaGore,476710,Action Adventure Indie
MechaNika,384680,Adventure Indie
MechaNika - Original Soundtrack,453260,Adventure Indie
Mechatroniks Attack,546960,Action Adventure Indie
Mecho Tales,714840,Action Casual Indie
MechoEcho,433890,Indie Simulation Strategy
Mechs &amp; Mercs: Black Talons,273960,Action Indie Simulation Strategy
Medal of Honor: Airborne,24840,Action
Medal of Honor™,47790,Action
Medic Savior Skin Pack,341845,Action
Medieval Battlefields - Black Edition,459040,Indie Strategy
Medieval Blocks - Substance Designer Tutorial,441450,nan
Medieval Defenders,522090,Casual Strategy
Medieval Defenders - Soundtrack,552020,Casual Strategy
Medieval Engineers,333950,Action Indie Simulation Strategy Early Access
Medieval Engineers - Deluxe,346360,Action Indie Simulation Strategy
Medieval II: Total War Kingdoms,306541,Strategy
Medieval II: Total War™,4700,Strategy
Medieval II: Total War™ Kingdoms,4780,Strategy
Medieval Kingdom Wars,499660,Indie Simulation Strategy Early Access
Medieval Mystery Match,659180,Casual Indie Strategy
Medieval Playground,435230,Action RPG Early Access
Medieval: Total War™ - Collection,345260,Action Strategy
Medusa,649420,nan
Medusa's Labyrinth,436110,Action Adventure Free to Play Indie
Medusa's Labyrinth - Collector's Edition,443400,Action Adventure Free to Play Indie
Meet the Blacks,504950,nan
Mega Coin Squad,312510,Action Indie
Mega Man Legacy Collection / ロックマン クラシックス コレクション,363440,Action
Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,495050,Action
Mega Maze,658210,Casual Indie
MegaGlest,578870,Indie Strategy
MegaRace 1,730580,Action Racing
MegaRace 2,733760,Action Racing
MegaSphere,386340,Action Adventure Indie Early Access
MegaSphere Demo,393730,Action Adventure Indie
MegaTagmension Blanc + Neptune VS Zombies (Neptunia),496810,Action
MegaTagmension Blanc Deluxe Pack,530580,Action
Megabyte Punch,248550,Action Adventure Indie
Megacity Builder,630360,Indie Simulation Strategy
Megadimension Neptunia VII,460120,RPG Strategy
Megadimension Neptunia VII Digital Deluxe Set,488340,RPG Strategy
Megadimension Neptunia VII Equipment Pack,476865,RPG Strategy
Megadimension Neptunia VII Nightwear Pack,476863,RPG Strategy
Megadimension Neptunia VII Party Character [God Eater],476870,RPG Strategy
Megadimension Neptunia VII Party Character [Million Arthur],476869,RPG Strategy
Megadimension Neptunia VII Party Character [Nepgya],476868,RPG Strategy
Megadimension Neptunia VII Party Character [Nitroplus],476871,RPG Strategy
Megadimension Neptunia VII Party Character [Umio],476867,RPG Strategy
Megadimension Neptunia VII Processor Pack,476866,RPG Strategy
Megadimension Neptunia VII Swimsuit Pack,476864,RPG Strategy
Megadimension Neptunia VII Trial Weapon Pack,476861,RPG Strategy
Megadimension Neptunia VII Ultimate Weapon Pack,476862,RPG Strategy
Megadimension Neptunia VII Weapon Pack,476860,RPG Strategy
Megalo Polis,434870,Indie Strategy
Megamagic: Wizards of the Neon Age,422650,Action Adventure Indie RPG Strategy
Meganoid,606030,Action
Megapolis,485080,Casual Indie Simulation Strategy
Megatect,369270,Action Casual Indie Simulation Sports Early Access
Megaton: Total Destruction,699100,Action Strategy Early Access
Megatronic Void,706690,Action Indie
Mekazoo,390330,Action Adventure Casual Indie
Mekazoo Original Soundtrack,552850,Indie
Meld,449180,Indie Strategy
Melina (Character for Occult Raise),670580,Adventure Casual Indie RPG Strategy
Melissa K. and the Heart of Gold Collector's Edition,321150,Adventure Casual Indie
Melody's Escape,270210,Indie
Melon Simulator™,437550,Action Indie Simulation Early Access
Meltdown,268220,Action Indie
Melter Man,404460,Action Adventure Casual Indie
Melting Hearts: Our Love Will Grow 2,459020,Adventure Indie RPG Simulation
Melty Blood Actress Again Current Code,411370,Action
Memento,454940,Action Adventure Indie
Memento Mori,200490,Adventure
Memento Mori 2,237970,Adventure Indie
Memoir '44 Online,108210,Casual Simulation Strategy
Memoir En Code: Reissue,467940,Indie
Memoranda,430410,Adventure Indie
Memoria,243200,Adventure Indie
Memoria Soundtrack,558210,Adventure Indie
Memories of a Vagabond,307070,Adventure Indie RPG
Memories of a Vagabond Demo,311000,Adventure Indie RPG
Memory Oblivion Box,473460,Adventure Casual Indie
Memory Oblivion Box - Original Soundtrack,500850,Adventure Casual Indie
Memory of a Broken Dimension,544300,Adventure Indie Simulation
Memory's Dogma CODE:01,386970,Adventure Casual Indie
Memory's Dogma CODE:01 - Original Soundtrack,570800,Adventure Casual Indie
Men &amp; Chicken,497290,nan
Men With Beards,382680,nan
Men of Valor,411330,Action
Men of War: Assault Squad,64000,Strategy
Men of War: Assault Squad - MP Supply Pack Alpha,64005,Strategy
Men of War: Assault Squad - MP Supply Pack Bravo,64014,Strategy
Men of War: Assault Squad - MP Supply Pack Charlie,64016,Strategy
Men of War: Assault Squad - Skirmish Pack,64013,Strategy
Men of War: Assault Squad - Skirmish Pack 2,64017,Strategy
Men of War: Assault Squad 2,244450,Action Simulation Strategy
Men of War: Assault Squad 2 - Airborne,357760,Action Simulation Strategy
Men of War: Assault Squad 2 - Deluxe Edition upgrade,271850,Action Simulation Strategy
Men of War: Assault Squad 2 - Iron Fist,327130,Action Simulation Strategy
Men of War: Condemned Heroes,204860,Action Strategy
Men of War: Red Tide,3130,Strategy
Men of War: Vietnam,63940,Strategy
Men of War™,7830,Strategy
Meow-Jong,535910,Casual Simulation Strategy
Mercenary Kings,218820,Action Adventure Indie RPG
Mercfighter,676540,Action Indie Early Access
Merchants &amp; Mercenaries,546870,Strategy Early Access
Merchants of Kaidan Demo,331270,Adventure Indie RPG Simulation Strategy
Mercury Fallen,704510,Indie Simulation Strategy Early Access
Mercury: Cascade into Madness,661120,Adventure Indie RPG
Merger 3D,527750,Action Indie
Meridian: Age of Invention,397770,Casual
Meridian: New World,265120,Indie Strategy
Meridian: New World Video and Soundtrack,288240,Indie Strategy
Meridian: Squad 22,451400,Action Indie Strategy
Meridian: Squad 22 - Soundtrack,486960,Action Indie Strategy
Meriwether: An American Epic,566690,Adventure Indie RPG Early Access
Merlin adventurer store,561340,Casual Indie Simulation
Merri Puzzle,655930,Indie Strategy
Merv Reborn,731410,Action Casual Indie
Mesel,440690,Action Adventure Indie
Mesozoica,719590,Action Adventure Casual Indie Simulation Strategy Early Access
Mesquite Fireplace,763560,nan
Message Quest,408280,Adventure
Message Quest: Original Soundtrack,421920,Adventure
Meta Star,659000,Action Indie RPG Early Access
MetaHuman Inc.,426330,Indie RPG
MetaHuman Inc. Demo,426340,Indie RPG
MetaMorph: Dungeon Creatures,606870,Action Strategy Early Access
Metagalactic Blitz,564080,Action Indie
Metagalactic Blitz Soundtrack,667470,Action Indie
Metal Assault,413170,Action Adventure Casual Free to Play RPG
Metal Dead,302690,Adventure Indie
Metal Drift,32200,Action Indie Racing Sports
Metal Noise,520810,Action RPG Simulation
Metal Planet,299840,Action Indie
Metal Quest,754300,RPG
Metal Reaper Online,362070,Free to Play Massively Multiplayer
Metal Reaper Online - Boss Summon Package,413000,Free to Play Massively Multiplayer
Metal Reaper Online - Elite Package,409111,Free to Play Massively Multiplayer
Metal Reaper Online - Halloween Package,411020,Free to Play Massively Multiplayer
Metal Reaper Online - Military Package,413001,Free to Play Massively Multiplayer
Metal Reaper Online - Newbie Package,405930,Massively Multiplayer
Metal Reaper Online - Special Reinforce Package,411410,Free to Play Massively Multiplayer
Metal Reaper Online - Veteran Package,409110,Free to Play Massively Multiplayer
Metal Soldiers 2,753380,Action
Metal Tales: Fury of the Guitar Gods,418210,Action Adventure Indie
Metal Waltz: Anime tank girls,581130,Adventure RPG Simulation Strategy
Metal War Online: Retribution,412470,Action Free to Play Massively Multiplayer Racing Early Access
Metal as Phuk,662210,Action Adventure Casual Indie RPG Strategy
Metamorfose S,569290,Action Adventure Indie
Metamorphabet,353280,Casual Indie
Metamorphic,479040,Indie Simulation
Metanet Hunter CD,586570,Action Indie
Metaverse,325430,Action Adventure Indie RPG Simulation Early Access
Meteors,754760,Casual Indie
Metin2,550900,Action Adventure Free to Play Massively Multiplayer RPG
Metin2 - Rising Hero Pack,640200,Action Adventure Free to Play Massively Multiplayer RPG
Metin2-Power Booster Pack,732410,Action Adventure Free to Play Massively Multiplayer RPG
Metrico+,373990,Adventure Indie
Metro 2033 Redux,286690,Action
Metro: Last Light Redux,287390,Action
Metrocide,313130,Indie
Metronix Lab,682820,Casual Indie Strategy Early Access
Mevo and The Grooveriders,27600,Indie Casual
Mi-8MTV2: Oilfield Campaign,728301,Simulation
Mi-8MTV2: The Border Campaign,602621,Simulation
MiG-29 Fulcrum,32740,Simulation
Mia (Character for Occult Raise),670581,Adventure Casual Indie RPG Strategy
Mia (for Athopiu),658382,Adventure Casual Indie RPG Strategy
Miaou Moon,513580,Action Casual Indie
Miasmata,223510,Action Adventure Indie
Mibibli's Quest,453990,Action Indie
Mibibli's Quest - Official Soundtrack,509050,Indie
Michael Ian Black: Very Famous,571990,nan
Mickey Cucchiella: Short Stories,625490,nan
Micro Machines World Series,535850,Racing
Micro Miners,730120,Casual Indie Simulation Strategy
MicroRC Simulation,418170,Indie Racing Simulation Sports
MicroSpy,669570,Action Adventure Casual Indie
Microbits K,533220,Casual Indie Sports
Microcosmum: survival of cells,386260,Action Casual Indie RPG Simulation Strategy
"Microcosmum: survival of cells - Campaign  ""New life""",461200,Action Casual Indie RPG Simulation Strategy
"Microcosmum: survival of cells - Campaign ""Aliens""",736450,Action Casual Indie RPG Simulation Strategy
"Microcosmum: survival of cells - Campaign ""Mutations""",574280,Action Casual Indie RPG Simulation Strategy
Microcosmum: survival of cells - Colors for organisms,437660,Action Casual Indie RPG Simulation Strategy
Microcosmum: survival of cells - Random levels,412000,Action Casual Indie RPG Simulation Strategy
Microcosmum: survival of cells - Soundtrack,524990,Action Casual Indie RPG Simulation Strategy
Microgons,529870,Strategy
Microgons - All Characters Pack,616550,Strategy
Micron,290380,Casual Indie
Microsoft Allegiance,700480,Action Free to Play Simulation Strategy
Microsoft Flight Simulator X: Steam Edition,314160,Simulation
Microtransaction Simulator,689090,Free to Play Simulation
MidBoss,561740,Casual Indie RPG Strategy
MidBoss Original Soundtrack,644360,Casual Indie RPG Strategy
Midair,439370,Action Indie Massively Multiplayer Early Access
Midas Gold Plus,557400,Adventure Casual Free to Play Indie RPG
Middle School: The Worst Years of My Life,538300,nan
Middle-earth: Shadow of Mordor - Berserks Warband,318410,Action Adventure
Middle-earth: Shadow of Mordor - Blood Hunters Warband,318411,Action Adventure
Middle-earth: Shadow of Mordor - Captain of the Watch Character Skin,313370,Action Adventure
Middle-earth: Shadow of Mordor - Deadly Archer Rune,313374,Action Adventure
Middle-earth: Shadow of Mordor - Endless Challenge,318402,Action Adventure
Middle-earth: Shadow of Mordor - Flame of Anor Rune,313375,Action Adventure
Middle-earth: Shadow of Mordor - Flesh Burners Warband,318414,Action Adventure
Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,318550,Action Adventure
Middle-earth: Shadow of Mordor - HD Content,311670,Action Adventure
Middle-earth: Shadow of Mordor - Hidden Blade Rune,313373,Action Adventure
Middle-earth: Shadow of Mordor - Lord of the Hunt,318390,Action Adventure
Middle-earth: Shadow of Mordor - Orc Slayer Rune,313380,Action Adventure
Middle-earth: Shadow of Mordor - Power of Shadow,322060,Action Adventure
Middle-earth: Shadow of Mordor - Rising Storm Rune,313381,Action Adventure
Middle-earth: Shadow of Mordor - Skull Crushers Warband,318412,Action Adventure
Middle-earth: Shadow of Mordor - Test of Power,313372,Action Adventure
Middle-earth: Shadow of Mordor - Test of Wisdom,318401,Action Adventure
Middle-earth: Shadow of Mordor - The Bright Lord,318420,Action Adventure
Middle-earth: Shadow of Mordor - The Dark Ranger Character Skin,313371,Action Adventure
Middle-earth™: Shadow of Mordor™,241930,Action Adventure
Middle-earth™: Shadow of War™,356190,Action Adventure RPG
Middle-earth™: Shadow of War™ - Outlaw Tribe Nemesis Expansion,561631,Action Adventure RPG
Middle-earth™: Shadow of War™ - Slaughter Tribe Nemesis Expansion,561630,Action Adventure RPG
Middle-earth™: Shadow of War™ 4K Cinematic Pack,666840,Action Adventure RPG
Middle-earth™: Shadow of War™ Expansion Pass,716270,Action Adventure RPG
Middle-earth™: Shadow of War™ High Resolution Texture Pack,561950,Action Adventure RPG
Middle-earth™: Shadow of War™ Starter Bundle,629580,Action Adventure RPG
Midnight,431460,Adventure Casual Indie
Midnight Calling: Anabel Collector's Edition,614650,Adventure Casual
Midnight Carnival,546980,Casual Early Access
Midnight Club 2,12160,Racing
Midnight Mysteries,32140,Adventure Casual
Midnight Mysteries 3: Devil on the Mississippi,208630,Adventure Casual
Midnight Mysteries 4: Haunted Houdini,208640,Adventure Casual
Midnight Mysteries: Salem Witch Trials,208620,Adventure Casual
Midnight Mysteries: Witches of Abraham - Collector's Edition,332810,Adventure Casual
Midnight Outlaw: 6 Hours to SunUp,12600,Racing
Midnight Ultra,731590,Action Indie
Midnight at the Celestial Palace: Chapter I,460140,Adventure Indie
Midnight's Blessing,370640,Adventure Casual Indie RPG
Midnight's Blessing 2,461370,Adventure Casual Indie RPG Simulation Strategy
Midsummer Night,412150,Adventure Casual
Midsummer Night - OST,497750,Adventure Casual
Midvinter,452120,Adventure Indie
Might &amp; Magic Heroes Online,336520,Free to Play Massively Multiplayer RPG Strategy
Might &amp; Magic X - Legacy,238750,RPG
Might &amp; Magic: Clash of Heroes,61700,RPG Strategy
Might &amp; Magic: Clash of Heroes - I Am the Boss DLC,61710,RPG
Might &amp; Magic: Heroes VI,48220,RPG Strategy
Might &amp; Magic: Heroes VI - Danse Macabre Adventure Pack,48232,RPG Strategy
Might &amp; Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack,48231,RPG Strategy
Might &amp; Magic: Heroes VI - Shades of Darkness,229790,RPG Strategy
Might &amp; Magic® Heroes® VII,321960,RPG Strategy
Might &amp; Mayhem,646820,Free to Play Massively Multiplayer RPG Strategy
Might and Magic: Heroes VII – Trial by Fire,445310,RPG Strategy
Mightier,29150,Indie
Mighty Action RPG,722940,Action Adventure Casual Indie RPG
Mighty Dungeons,349550,Adventure Casual Indie RPG
Mighty Gunvolt,394600,Action Indie
Mighty No. 9,314710,Action
Mighty No. 9 - Ray Expansion,401320,Action
Mighty No. 9 - Retro Hero,364220,Action
Mighty Party,575720,Action Adventure Free to Play Massively Multiplayer RPG Strategy
Mighty Party: Academy of Enchantress Pack,698560,Action Adventure Free to Play Massively Multiplayer RPG Strategy
Mighty Party: Back to Transylvania Pack,616280,Action Adventure Free to Play Massively Multiplayer RPG Strategy
Mighty Party: Battle and Toads Pack,616300,Action Adventure Free to Play Massively Multiplayer RPG Strategy
Mighty Party: Kingsguy Pack,714230,Action Adventure Free to Play Massively Multiplayer RPG Strategy
Mighty Party: Wonder Girls Pack,645430,Action Adventure Free to Play Massively Multiplayer RPG Strategy
Mighty Switch Force! Academy,350210,Action Indie Strategy
Mighty Switch Force! Hose It Down!,375310,Action Casual Indie Strategy
Mighty Switch Force! Hyper Drive Edition,366970,Action Indie
MightyIronBall,767410,Action Casual Indie
Mike Birbiglia: My Girlfriend's Boyfriend,596040,nan
Mike Birbiglia: What I Should Have Said Was Nothing,577720,nan
Miko Gakkou Monogatari: Kaede Episode,332370,Adventure Indie
Miko Gakkou: Second Year,331290,Action Indie
Miko Mole,473480,Action Adventure Casual Indie
Mikolev's Spectre - Awesomenauts Droppod,605961,Action Indie Strategy
Mile High Horror Shorts,382760,nan
Miles &amp; Kilo,669910,Action Adventure Indie
Milford Heaven - Luken's Chronicles,485570,Adventure Indie RPG
MilitAnt,454520,Action Indie
Military Airfield - Donation DLC,602210,Action Indie
Military Life: Tank Simulator,452000,Action Simulation
Militia,421260,Strategy
Milkmaid of the Milky Way,544970,Adventure Indie
Milkmaid of the Milky Way - Soundtrack,579960,Adventure Indie
Mille Bornes,702510,Casual Racing
Millennium - A New Hope,280140,Adventure Casual Indie RPG
Millennium - Deluxe Contents,368410,Adventure Casual Indie RPG
Millennium 2 - Take Me Higher,298820,Adventure Casual Indie RPG
